7114,STONY ISLAND,81ST STREET,STONY ISLAND + 81ST STREET,20.40000,12.80000,2012-10-01,X28,126
7119,STONY ISLAND,77TH STREET,STONY ISLAND + 77TH STREET,34.40000,13.80000,2012-10-01,X28,126
7118,STONY ISLAND,78TH STREET,STONY ISLAND + 78TH STREET,21.20000,10.20000,2012-10-01,X28,126
7199,STONY ISLAND,83RD STREET,STONY ISLAND + 83RD STREET,60.50000,128.90000,2012-10-01,X28,126
7198,STONY ISLAND,82ND STREET,STONY ISLAND + 82ND STREET,27.30000,64.90000,2012-10-01,X28,126
7193,STONY ISLAND,78TH STREET (extended),STONY ISLAND + 78TH STREET (extended),5.00000,29.10000,2012-10-01,X28,126
7192,STONY ISLAND,77TH STREET,STONY ISLAND + 77TH STREET,7.80000,32.60000,2012-10-01,X28,126
7191,STONY ISLAND,76TH STREET,STONY ISLAND + 76TH STREET,104.30000,113.40000,2012-10-01,X28,126
7190,STONY ISLAND,75TH STREET,STONY ISLAND + 75TH STREET,234.90000,380.20000,2012-10-01,X28,126
7197,STONY ISLAND,81ST STREET,STONY ISLAND + 81ST STREET,5.90000,27.60000,2012-10-01,X28,126
7196,STONY ISLAND,ANTHONY,STONY ISLAND + ANTHONY,26.80000,20.90000,2012-10-01,X28,126
7195,STONY ISLAND,SOUTH CHICAGO/79TH STREET,STONY ISLAND + SOUTH CHICAGO/79TH STREET,284.40000,533.70000,2012-10-01,X28,126
75,MICHIGAN,VAN BUREN,MICHIGAN + VAN BUREN,290.40000,90.80000,2012-10-01,X28,126
4883,BALBO,COLUMBUS,BALBO + COLUMBUS,67.30000,153.90000,2012-10-01,X28,126
4884,BALBO,MICHIGAN,BALBO + MICHIGAN,90.10000,764.70000,2012-10-01,X28,126
7128,STONY ISLAND,200' south of 68TH STREET,STONY ISLAND + 200' south of 68TH STREET,21.40000,140.50000,2012-10-01,X28,126
7126,STONY ISLAND,70TH STREET,STONY ISLAND + 70TH STREET,62.00000,52.00000,2012-10-01,X28,126
7127,STONY ISLAND,69TH STREET,STONY ISLAND + 69TH STREET,49.50000,74.90000,2012-10-01,X28,126
7124,STONY ISLAND,72ND STREET,STONY ISLAND + 72ND STREET,50.90000,77.60000,2012-10-01,X28,126
7122,STONY ISLAND,74TH STREET,STONY ISLAND + 74TH STREET,52.90000,46.80000,2012-10-01,X28,126
7120,STONY ISLAND,76TH STREET,STONY ISLAND + 76TH STREET,59.20000,73.90000,2012-10-01,X28,126
7121,STONY ISLAND,75TH STREET,STONY ISLAND + 75TH STREET,357.20000,212.60000,2012-10-01,X28,126
4732,ADAMS,STATE,ADAMS + STATE,1225.10000,646.90000,2012-10-01,X28,126
4871,BALBO,COLUMBUS,BALBO + COLUMBUS,6.60000,3.80000,2012-10-01,X28,126
4870,BALBO,MICHIGAN,BALBO + MICHIGAN,352.40000,83.60000,2012-10-01,X28,126
4872,COLUMBUS,11TH ST.PEDESTRIAN BRIDGE,COLUMBUS + 11TH ST.PEDESTRIAN BRIDGE,353.70000,94.90000,2012-10-01,X28,126
1661,STONY ISLAND,62ND STREET,STONY ISLAND + 62ND STREET,140.70000,147.70000,2012-10-01,X28,126
1660,STONY ISLAND,61ST STREET,STONY ISLAND + 61ST STREET,62.90000,45.80000,2012-10-01,X28,126
17656,STONY ISLAND,68TH STREET,STONY ISLAND + 68TH STREET,56.60000,54.60000,2012-10-01,X28,126
17705,STONY ISLAND,MARQUETTE RD,STONY ISLAND + MARQUETTE RD,81.20000,62.70000,2012-10-01,X28,126
80,ADAMS,WELLS,ADAMS + WELLS,343.90000,1172.20000,2012-10-01,X28,126
7137,LAKE PARK,50TH STREET (extended),LAKE PARK + 50TH STREET (extended),47.00000,36.30000,2012-10-01,X28,126
5318,STONY ISLAND,64TH STREET,STONY ISLAND + 64TH STREET,172.90000,362.80000,2012-10-01,X28,126
5317,STONY ISLAND,65TH STREET,STONY ISLAND + 65TH STREET,110.30000,359.20000,2012-10-01,X28,126
